POLICY_ID,POLICY_IS_RENEWED,POLICY_IS_RENEWED_PROBABILITY
417,1,0.8544702635589932
442,1,0.5031048168828436
443,1,0.75808835938825
444,1,0.5955533219881949
445,1,0.7817747892444838
448,1,0.7057588900272158
453,1,0.7313332287837981
454,1,0.5288080896481376
455,1,0.7626362935522644
458,0,0.4414199040081257
459,1,0.8699059081723167
460,1,0.7156670727334189
465,1,0.7150183069364509
466,1,0.7464865151602212
468,0,0.42503044890127123
494,1,0.7333844492159929
498,1,0.6504721170781027
499,1,0.8386728600249214
500,0,0.3540136119891438
506,1,0.5098583795264413
507,1,0.6577781160651439
510,1,0.6985720122831673
515,1,0.5645792063149631
516,0,0.35955889246815126
520,0,0.43510632376399827
522,1,0.6580033066621239
527,0,0.08307134562788057
528,1,0.5108834770116318
534,1,0.8360415839742426
538,1,0.6556433319073853
549,0,0.29259396086904826
553,0,0.39174895330386145
555,1,0.8134592429514826
561,1,0.540510718903265
565,1,0.8213941138159386
578,1,0.6328875114306132
579,0,0.3903450702435937
582,1,0.6557586213712921
584,0,0.2542390107516916
590,0,0.32826705391217414
594,1,0.6744141515514842
598,1,0.7350002265898516
611,1,0.7120666481339135
618,1,0.7902390741861884
620,1,0.8403197185032426
636,1,0.5782998056023522
654,1,0.7456339402102614
655,1,0.6341191528888057
661,1,0.6304875587008232
663,0,0.3877861161834303
672,1,0.7855482086151255
676,0,0.31721812609858235
686,1,0.7957703574215862
687,1,0.8278024761347884
700,0,0.02789028674111943
701,1,0.8000301807451643
703,0,0.38406555044009083
704,0,0.29985466225712654
708,0,0.023354614161016925
709,1,0.5411916759910681
711,1,0.68497123141865
734,1,0.6720140154188555
736,1,0.5404959475581841
738,1,0.6955596162359632
740,1,0.8333217026729322
743,1,0.8406625884589095
745,1,0.5664378915612269
767,1,0.8525781134513708
770,0,0.45000755200651044
774,1,0.8089717645624317
781,1,0.8345054408174969
782,0,0.4550174867232372
788,0,0.25312141713065395
800,1,0.9005405319094235
804,1,0.919149449300637
809,1,0.8280538355521366
819,1,0.8526985221859698
821,1,0.7433868998441695
827,0,0.34745726375047586
829,1,0.6497174499625764
837,1,0.7520239881597404
838,1,0.5549479172634256
839,1,0.8453311312303246
846,0,0.22521501387963397
847,1,0.5705614300229838
851,1,0.786336585408648
852,0,0.28360483348557564
874,0,0.38095204505747277
877,0,0.15142894064904477
878,0,0.01502016959035086
880,1,0.7257998588389577
882,1,0.8967099964593785
887,1,0.7502454244351483
890,1,0.7649126077228907
895,1,0.7037200384871214
904,0,0.2691406920053719
908,1,0.7963971687179842
909,1,0.800487311591886
917,1,0.7846508013407034
920,1,0.8264043670335732
928,1,0.8513516747254977
931,1,0.6772909144488624
937,1,0.843351463044201
938,1,0.7796354997750954
941,1,0.7638094705733455
953,1,0.6671211268793668
961,1,0.9010873235588832
962,0,0.45839401738896957
974,0,0.3253245426825829
990,1,0.6233545911760825
1000,1,0.8790552122837734
1002,1,0.6935908853130159
1006,1,0.8449980326341294
1007,1,0.7022330365337608
1008,1,0.7044385217422136
1014,0,0.4834529181963872
1015,0,0.17997116014988762
1017,1,0.7536930206604169
1018,1,0.6849485513406719
1019,1,0.862410248185817
1025,1,0.6360908089227247
1032,1,0.6699314392930366
1033,1,0.8075610950009527
1037,0,0.43123148104891607
1039,1,0.7421861738988744
1046,1,0.7015706599774388
1049,1,0.777043948606948
1050,1,0.616054981689709
1054,0,0.05452426492848979
1066,1,0.7399558922019598
1069,1,0.6664505915891045
1071,0,0.04626574430583862
1075,1,0.8360537776605108
1081,1,0.9210017528635422
1084,1,0.6204417012353994
1087,1,0.7295965126661561
1103,1,0.6333773954075561
1120,1,0.5612540221359315
1121,1,0.5566997454657822
1122,1,0.9039864343919534
1129,0,0.4307073650329831
1130,1,0.8171229654500788
1137,0,0.22617172117466866
1138,1,0.7643695518779803
1147,1,0.6946740153066121
1154,1,0.6305485836533897
1158,1,0.7688947789534235
1159,1,0.7305618428579329
1160,1,0.7105065919096271
1164,1,0.6036513835915924
1167,1,0.6445561744974446
1170,1,0.8511124526544199
1173,1,0.6858302331706572
1179,1,0.6274506632304296
1185,0,0.44650231185965583
1187,1,0.5374587790053382
1192,0,0.23744598389357063
1199,0,0.28048299620054395
1206,1,0.7244916349286377
1208,0,0.18175803904145352
1214,1,0.5176823796133465
1219,1,0.6543172128743484
1235,1,0.7308263685623099
1237,1,0.8390949410461976
1246,1,0.7409018970987284
1248,1,0.7999819992566252
1256,1,0.7989972081860117
1258,1,0.8546708378929228
1263,0,0.2062399559516678
1276,1,0.5532563208647703
1279,1,0.9139245187310775
1282,1,0.8866192322048779
1283,0,0.30696714332951125
1285,0,0.47927670891805335
1290,1,0.7618889148475702
1301,1,0.6576280743260462
1303,1,0.8815794143836674
1305,0,0.4003636277995778
1306,0,0.029877634333889225
1307,1,0.5329621829327288
1314,1,0.9055491722687704
1320,1,0.7176369894261052
1322,1,0.8922609586346545
1331,1,0.8317742773645633
1339,1,0.9035099045459932
1357,1,0.9319972613580064
1364,1,0.859760957401549
1370,1,0.6774074004925134
1372,0,0.18960188983330278
1374,1,0.6166000473816293
1381,1,0.7203785485210678
1385,1,0.6791005413341428
1389,1,0.7239780057406355
1408,1,0.5249151529682465
1419,1,0.7063093654124399
1420,1,0.692598742827257
1422,1,0.530304602312016
1424,1,0.8238252380325386
1425,1,0.7915099349222244
1436,0,0.20891579465977048
1441,1,0.7387224401612982
1446,1,0.7978902379520622
1447,1,0.8352568611360913
1448,1,0.7082414777637799
1451,1,0.8370403448075534
1454,0,0.22299791272789227
1458,1,0.8353623280459918
1460,1,0.7037760151991254
1462,1,0.7470500610488413
1470,1,0.5658174073002471
1480,0,0.23944274104698726
1493,0,0.20595267515086685
1495,1,0.6027364250941174
1496,1,0.781005873812441
1498,0,0.1431530064164479
1502,1,0.8508587863511433
1504,1,0.6513160575290236
1516,1,0.7418121602519724
1528,0,0.08764791658361697
1529,1,0.7907158621368452
1530,1,0.746098490994576
1532,1,0.7174646216088517
1538,1,0.6996295074945325
1541,0,0.4616991117175214
1542,1,0.667604756058811
1544,1,0.6852389016026907
1551,1,0.6310002110016344
1553,1,0.8453990508383261
1557,0,0.4192243493364269
1559,0,0.22286674553498517
1566,1,0.6497467632878138
1582,1,0.6720305223140832
1586,0,0.30675495617145226
1588,0,0.4179488934680019
1590,1,0.6149577261558826
1600,1,0.7498384847924621
1612,1,0.5539074203425214
1617,1,0.7443108737879599
1622,1,0.5203625924142203
1625,1,0.736877072001854
1628,1,0.5239542254523233
1638,0,0.3146971268097744
1642,1,0.5802373493424283
1649,1,0.7030358335080003
1652,1,0.7024278901498103
1654,1,0.7852767033146892
1667,1,0.6000845606193446
1677,1,0.7092245357816024
1680,1,0.8027622167922072
1688,1,0.7793367742082205
1694,1,0.8549907999316112
1710,1,0.8611220008752627
1712,1,0.5780328614677622
1730,1,0.7849402922386955
1734,1,0.9220865902874924
1738,1,0.7985903809529663
1742,1,0.7701570015414555
1744,1,0.5340176536693284
1750,1,0.7470614057220816
1760,1,0.6723343769552894
1763,0,0.3133989121213375
1765,1,0.8229615904217278
1768,1,0.7818817233287106
1769,1,0.5335680645222156
1779,1,0.6876424462751694
1781,0,0.025561847689575753
1783,0,0.45195284791800155
1784,1,0.7859001701954625
1785,1,0.506834264802555
1786,1,0.6593372429103179
1787,1,0.7828599501873971
1792,0,0.08100593907490708
1795,1,0.6386066111225099
1801,1,0.8696493668173148
1811,0,0.44482815645663604
1814,0,0.43289625220012473
1816,1,0.6894537874469228
1830,1,0.7701200738972787
1833,1,0.7430200379374161
1837,1,0.8722382107638796
1840,1,0.7464067592766053
1845,1,0.7168262255186553
1861,1,0.8963556019767212
1866,0,0.48707753975060897
1876,1,0.7540123564357021
1877,1,0.5649966595521955
1886,0,0.48037926497171607
1894,1,0.7241982395399645
1897,1,0.7295191260588265
1898,1,0.7017333920252873
1899,1,0.7635651932350621
1901,1,0.7528214867782546
1904,1,0.7611018925191996
1909,1,0.5837679654763772
1910,1,0.6050106144555302
1913,1,0.7964297082454824
1918,1,0.8748788539678322
1920,0,0.4564837534318208
1923,0,0.28124100777517
1925,1,0.7712134407568612
1930,0,0.2701728386405078
1937,1,0.7013632832023848
1938,1,0.6228537931038175
1941,1,0.813463831448285
1944,0,0.3839160396743549
1985,0,0.2695644665779579
1987,0,0.48331379092081495
1990,1,0.6566271320480533
1992,1,0.5421494817804633
1993,1,0.7343607019859933
1994,1,0.8338567341942716
2000,0,0.1979948245416695
2007,1,0.8471418816556869
2008,1,0.5099382108411632
2018,0,0.357516384192684
2052,0,0.4768148158763327
2056,1,0.627652950666851
2059,0,0.45006569790463063
2062,1,0.7683948525242725
2065,1,0.5714310303378426
2066,1,0.8006355996082873
2072,1,0.5129723277976084
2076,1,0.6048130496492796
2082,1,0.8214888510051978
2089,1,0.7615740860696714
2093,1,0.7219218166002624
2096,1,0.7839000899797622
2099,1,0.7438428017144978
2103,0,0.18072420839284062
2108,0,0.42695091966175563
2109,0,0.015038680399627177
2111,1,0.6906036547174363
2113,0,0.40151098665411195
2125,1,0.5141949528999703
2135,1,0.6712322874535015
2136,0,0.3952350623495706
2143,1,0.5980729702342269
2145,1,0.8871133450465012
2150,1,0.7772855309747829
2163,1,0.6642745494383375
2167,1,0.7269284597617551
2177,1,0.6837412959512487
2184,0,0.2646742510355944
2187,1,0.6203176187440893
2196,1,0.8414949747448848
2197,1,0.8028843150520775
2198,1,0.8653207589333972
2202,1,0.7878196421608903
2205,1,0.5562829531478479
2214,1,0.8150229709259218
2219,0,0.29732878501956594
2225,1,0.6629859663284398
2231,0,0.48352518404356715
2233,1,0.7849677823970176
2234,1,0.7892437224491877
2241,1,0.8367480756954345
2246,1,0.5208463357449097
2252,0,0.3278302814956321
2254,0,0.26576414310911006
2258,1,0.810901133129259
2260,1,0.8738805801475502
2268,0,0.3622513249491169
2271,1,0.8267824845987956
2274,1,0.914126758916026
2277,0,0.43836715242915486
2279,1,0.7738877278137731
2281,1,0.7736672108383139
2282,1,0.7372466896155724
2287,1,0.8214035544433483
2289,0,0.4360536963752096
2295,1,0.5292013534183064
2297,1,0.8163463854534873
2299,1,0.6026398898398615
2304,0,0.4708779021244161
2305,0,0.2878059855508088
2307,1,0.5135721696573384
2313,1,0.8771867603775968
2316,1,0.7032509913564314
2318,1,0.6768218172561622
2324,1,0.7293427406913788
2325,1,0.8093912733283176
2332,1,0.5628827445476441
2336,1,0.8216632512445121
2342,1,0.623733708695861
2348,1,0.8601136418522941
2349,0,0.17374857130430058
2351,0,0.40577814295670805
2361,1,0.7281899065860559
2362,1,0.6358229749152084
2366,0,0.4919624469857171
2368,0,0.3499338375256656
2372,1,0.914765611495175
2378,1,0.6728822683677661
2381,1,0.7223472384384257
2382,1,0.6132607151930426
2384,0,0.3718611772090066
2394,1,0.6980216600507032
2399,1,0.8485549700214958
2401,1,0.7907665925332377
2404,1,0.7997602641619231
2414,1,0.8148655702723934
2415,1,0.6974742492969042
2429,1,0.6402829626438605
2432,1,0.6707659970895683
2443,1,0.5801564402536282
2454,1,0.6656914213474414
2462,1,0.6975978690535924
2469,1,0.7933543688462311
2472,1,0.8714904055922394
2477,0,0.48731566229366385
2478,1,0.6602909668414471
2481,1,0.7123329854054401
2487,0,0.3812239291018027
2488,1,0.6462767267870152
2498,0,0.49076300771726594
2503,1,0.8493238279890921
2515,1,0.5456101077674822
2527,1,0.8187814967458342
2533,1,0.7241137830072011
2537,1,0.8420268479841706
2539,1,0.6809055268565443
2542,0,0.49393619556590446
2547,1,0.7120381814177543
2550,1,0.8762737649287583
2554,1,0.8067881359379917
2555,1,0.5906886763554321
2556,1,0.5143919909301925
2557,0,0.19449498647180968
2558,0,0.4903807644472667
2559,1,0.6212641913024733
2560,1,0.7263836968555933
2561,1,0.8607586953192884
2565,0,0.04995786487335015
2570,0,0.14694441556865068
2577,1,0.8313849429319891
2579,1,0.6839122909931761
2585,1,0.5602642978947345
2586,1,0.790877609979725
2590,1,0.851386434129868
2594,1,0.7696243476700858
2597,1,0.796965812628039
2611,1,0.7430125228000507
2612,1,0.7001703369759384
2620,1,0.6377432322794778
2622,1,0.7584306383422316
2631,1,0.6739597549561945
2638,0,0.4473317979972712
2640,1,0.8483277710523297
2657,0,0.43220162003302737
2658,0,0.15355990796704747
2669,1,0.8266081557947523
2678,1,0.7866153076886279
2693,1,0.8736384242099212
2710,1,0.7907032942551705
2715,1,0.5337790080703261
2717,1,0.5358951626056517
2721,1,0.7153783963338277
2725,1,0.8161921688962498
2726,1,0.6825507415850455
2728,1,0.7403666182140777
2732,1,0.6211349952157843
2740,1,0.8214943551994572
2742,1,0.7178633474757325
2744,1,0.7093705301557202
2754,0,0.3367870487595751
2759,1,0.7204214903494819
2768,1,0.7164871487548677
2769,1,0.5385108031419104
2770,1,0.8287986107608801
2777,0,0.4547213846630736
2786,1,0.5775227111472274
2795,1,0.7666521763254465
2800,1,0.7528366636606766
2804,1,0.8056718179121091
2807,1,0.6477299793422571
2814,1,0.7805980466491331
2816,1,0.5092418034988195
2819,1,0.7539507587589855
2828,1,0.9238261828537766
2835,0,0.22898697355676748
2847,1,0.6065994979686764
2852,1,0.7805748740237397
2855,1,0.753929486912463
2861,1,0.8482702092863255
2862,1,0.9080692910233387
2863,1,0.8535302599742856
2871,1,0.8773445366028318
2874,1,0.7681531368255116
2875,0,0.33758358364369895
2876,1,0.6670906989436258
2877,1,0.6953925725260804
2880,1,0.7905584197305419
2892,1,0.8371281696710553
2906,0,0.24786800014252103
2914,1,0.7974350376136703
2918,0,0.4867454130743021
2920,1,0.8259424893178763
2922,1,0.7164773841096347
2926,1,0.7111549217124333
2931,1,0.7368999682036043
2934,1,0.794273190722799
2939,0,0.464697766099345
2941,1,0.5733206469961961
2948,0,0.33139173566738256
2957,1,0.7246501504299009
2958,1,0.8363975314399107
2959,0,0.2421771743844395
2960,1,0.8664981613431118
2967,0,0.254134700298022
2969,1,0.8439097909410566
2975,1,0.8372318272276076
2978,0,0.48556086684691346
2979,1,0.8366512471226225
2980,0,0.41057252577927944
2982,0,0.1944706444255124
2983,0,0.48812534171279975
2990,1,0.8751319598833618
2991,1,0.7270252713313939
2994,1,0.5334124875871404
2997,1,0.6574991913082324
3001,1,0.7044390347853035
3002,1,0.7964072111163818
3009,0,0.1119362116888756
3011,1,0.8932459723322409
3012,1,0.6837129172434582
3020,1,0.6519330043887266
3021,1,0.8217514275410254
3037,1,0.653168721740922
3056,1,0.8015575763157055
3060,0,0.4570389842084084
3065,1,0.6751843242947811
3076,1,0.6757322516396751
3084,1,0.7399294512073555
3086,1,0.5449239140964507
3104,1,0.5625491540845453
3111,1,0.7797202974974208
3125,1,0.8149595348655123
3136,1,0.7975010390070153
3147,0,0.42053339375668597
3158,1,0.8020478283423025
3160,1,0.8352572798305952
3173,1,0.7452833567838388
3175,1,0.6245691102379068
3180,1,0.808204092057543
3181,1,0.6625711864043776
3204,1,0.7139502143091692
3207,0,0.2845652518002138
3210,1,0.5441509706178241
3216,1,0.8250864338418115
3223,1,0.5106265530847008
3225,1,0.6672563305452709
3229,1,0.7388412157353251
3238,1,0.8418424394021486
3242,1,0.7538268745618696
3243,0,0.42431472568079776
3244,1,0.5095556638492093
3248,1,0.5339682520740117
3250,1,0.8603891210435214
3251,1,0.6671455201925928
3254,1,0.7819227463009991
3260,1,0.7383146289938339
3262,0,0.4934862497153127
3268,1,0.799158761655219
3271,1,0.6805433134193624
3281,1,0.5608760952930478
3283,1,0.8269243859519139
3286,1,0.5033503717913808
3304,1,0.8802413180134369
3306,1,0.7667334712563211
3308,1,0.8707904795685698
3322,1,0.8666470330949875
3328,1,0.832687716584007
3333,1,0.6040222148910597
3343,1,0.7320733238495578
3345,1,0.577547245527733
3346,1,0.8701276668582862
3355,1,0.8900674005594305
3361,1,0.5599903625405458
3363,1,0.7074789165861174
3369,1,0.5903875065257231
3373,0,0.4120326328806368
3376,1,0.56066123128194
3379,1,0.8978528169960557
3385,0,0.4629005917188793
3388,1,0.8831039682100962
3391,1,0.7121014573909213
3392,1,0.7825615062940312
3396,1,0.8483188887365364
3397,1,0.7709210406747352
3399,1,0.8491247599886002
3402,1,0.6192211871790491
3412,1,0.8035590409711051
3416,1,0.8361843292585087
3426,0,0.48149237408242834
3436,1,0.6445546813757251
3439,0,0.31767973380570474
3444,1,0.8206037383444474
3458,1,0.8337868804999271
3461,0,0.34736302215073134
3470,0,0.12949400052605692
3478,1,0.7088010130213882
3479,0,0.44914916158279855
3484,1,0.6524954522189828
3490,1,0.8572301062090534
3493,1,0.830773632519559
3494,1,0.753357834796588
3502,0,0.46785433896660983
3503,1,0.8555203926934968
3514,1,0.6427692231582106
3516,0,0.44707911191862143
3540,0,0.157322064697546
3543,0,0.3009101200344196
3545,1,0.8736957458812058
3548,0,0.4335106813825801
3551,1,0.8739200173525349
3558,0,0.19527186135267652
3567,1,0.8360666914235653
3577,1,0.5107554883280753
3583,0,0.4057620076961773
3586,0,0.49305428253636086
3589,1,0.7153185983479545
3598,1,0.7350715392721776
3601,1,0.6141402409760794
3603,1,0.7753477384948658
3605,1,0.6077910449797524
3608,1,0.6436863282611253
3613,1,0.7826727822077606
3633,1,0.7930722819701832
3638,1,0.8109833145255312
3639,1,0.7681090576822889
3640,0,0.36394874513048847
3644,1,0.6591311735127227
3658,1,0.7139959911282023
3661,1,0.5639528242976797
3662,1,0.9142925646038567
3670,1,0.6387780357006915
3672,1,0.773728226719479
3673,1,0.7131623966958115
3676,1,0.7113635400110173
3679,0,0.3329739315272707
3682,1,0.751064525676102
3687,0,0.19602693983709335
3691,1,0.8029015448054653
3693,1,0.7226718036050672
3695,1,0.8286279324481491
3696,0,0.3894806739149861
3708,1,0.6260270289537185
3710,1,0.8829844678705394
3719,0,0.28018683718475923
3723,1,0.7745152451834256
3724,1,0.7711235063183268
3727,0,0.13519347668873227
3742,0,0.032772765078961104
3756,1,0.8370584638966093
3758,1,0.794514202505024
3767,1,0.8082751896128941
3775,1,0.9056490000686749
3781,1,0.7411201757974243
3786,1,0.6687922262035709
3788,0,0.33534723487168855
3789,1,0.665736042584335
3792,0,0.3894991207555953
3794,1,0.6378889339569419
3804,0,0.2966536216949101
3811,1,0.5343241117412161
3820,0,0.48981026810763567
3821,1,0.5081370483452801
3822,1,0.8255347061220705
3829,0,0.41977962832624677
3832,0,0.22315410465522673
3833,1,0.6631620852443689
3839,1,0.7912853063859191
3844,0,0.4500478082063271
3848,1,0.8189990851918236
3853,1,0.5038420220749413
3860,1,0.8045903550630642
3862,0,0.07817765548597687
3866,1,0.742132766761085
3867,1,0.8072748929956999
3871,1,0.7136989020326332
3874,1,0.6723634653886231
3886,1,0.7744432623425155
3901,1,0.856132034975024
3909,0,0.43488440831888225
3910,0,0.230548309216835
3919,0,0.17678753349888693
3920,1,0.697753682377365
3924,0,0.4420838100760944
3926,1,0.685249524604594
3930,1,0.6533575478203706
3932,1,0.6261941594471292
3938,1,0.8159668530973536
3947,1,0.7337875952111239
3948,1,0.7513627766363926
3949,1,0.5615851349110976
3953,1,0.5383824346055572
3958,1,0.6614569562761363
3973,1,0.516379832737987
3987,1,0.7300212159503298
4000,0,0.1799398749416183
4004,1,0.7373469556166855
4008,0,0.48686379481281455
4010,1,0.6636055058243222
4011,1,0.6971818548389047
4018,1,0.8181635382615408
4022,1,0.7031035542941425
4039,1,0.8392987182771938
4041,1,0.7201679570537498
4043,1,0.6622867853301835
4045,0,0.19107702185296804
4050,0,0.15828524524035933
4051,1,0.7202391977658226
4054,1,0.8753296676835055
4060,1,0.6246866695960499
4062,1,0.7659596958842114
4064,1,0.7877144842427684
4074,1,0.768131834038715
4098,1,0.6303641195242408
4100,0,0.2703017924131967
4109,0,0.02145721011922374
4115,1,0.8097676811523798
4117,1,0.8823667047376632
4118,1,0.7317404059061726
4126,1,0.5088067953778221
4130,1,0.7896577076570207
4133,0,0.2990073766614522
4137,1,0.7121014155259943
4151,1,0.8608488619531065
4153,1,0.9045522411200085
4157,1,0.815275726196738
4159,1,0.5656544161370028
4174,1,0.5877091772580479
4181,0,0.41171636578119547
4183,0,0.21811911015959293
4185,1,0.5780286550769669
4189,0,0.22047723920696574
4192,1,0.7485766886366716
4196,1,0.7535773491808128
4197,1,0.6324044472269404
4201,1,0.7215936590955963
4214,1,0.7028148933699182
4219,1,0.5486365026401445
4226,1,0.9007603221070589
4234,1,0.8580789019747204
4243,1,0.6632394627081148
4246,1,0.7316128408299666
4248,0,0.3489495948302537
4249,1,0.7653004487133699
4253,1,0.8798032823193741
4256,0,0.2989820729950676
4268,1,0.8253156248101163
4274,1,0.7946266256939556
4279,1,0.7182540176880929
4281,1,0.7815184213434854
4286,0,0.3937716869644432
4291,1,0.6480995486949782
4312,1,0.7548521943577616
4325,1,0.8203782768896872
4334,1,0.7615084682645081
4338,1,0.7168989844960266
4340,1,0.7563586293124142
4344,1,0.7571810841792843
4349,1,0.8163218490499964
4350,0,0.45018417741452477
4353,1,0.6497802826676656
4354,1,0.5579048720025698
4361,0,0.4514166761889329
4363,1,0.7831848694767128
4369,1,0.8456052616813131
4370,0,0.473285301831126
4371,0,0.044162774595601584
4379,0,0.3708360718633917
4385,0,0.15150835206751545
4392,1,0.5424329755996702
4399,1,0.7173684769836391
4402,1,0.7242070829131675
4410,1,0.581985607556659
4414,1,0.8104624424395792
4418,1,0.7003870732065057
4419,1,0.8806330735949278
4423,1,0.8453372110649221
4426,1,0.7920356845993818
4431,1,0.8266774561444404
4433,1,0.5497516845958808
4451,1,0.8246539901032777
4457,1,0.7142360995571433
4466,1,0.8092840545076311
4467,0,0.41925079895890704
4476,1,0.7004745065191231
4485,1,0.7450277950675075
4494,1,0.5835240922738483
4498,1,0.5543463056614556
4499,1,0.786291578855453
4500,0,0.2030007585248402
4503,1,0.719414623810238
4508,1,0.7236347813103808
4511,1,0.8087868051513695
4515,0,0.45459614002596604
4517,1,0.5800990559084865
4522,0,0.3924378549449706
4532,1,0.6949650840731295
4533,1,0.8169292435137946
4539,1,0.7086155091189466
4545,1,0.8389899043139402
4557,0,0.05904354114588481
4566,0,0.46192931039603596
4567,0,0.21147405676146383
4577,0,0.0775359588408381
4585,1,0.8857355883251756
4593,1,0.7091271103374891
4599,0,0.4330331180040738
4604,1,0.839774444015606
4605,1,0.6722519728216794
4607,1,0.6738567886846163
4613,1,0.6543109415917855
4614,1,0.7897202928538531
4618,0,0.34075932711942275
4623,1,0.7437880913103726
4628,0,0.1741035756776969
4651,1,0.8015565282074948
4664,1,0.6085596442108737
4666,0,0.07140156823236483
4671,1,0.699850261331274
4676,1,0.666259270752192
4677,1,0.5204203593966175
4681,1,0.5974770908105881
4683,1,0.6915615633512378
4692,1,0.9202577650920511
4693,1,0.5403848603991276
4706,1,0.689222069310486
4713,1,0.8058494937293773
4715,0,0.18258494157190605
4717,1,0.849548197137914
4722,1,0.5108700013579864
4726,1,0.637822670487253
4728,1,0.7028922893304387
4730,1,0.6257672345276653
4733,0,0.24058158249385403
4743,1,0.6350436535068043
4749,0,0.26365752463252157
4750,0,0.17593218192486687
4755,1,0.6550956987196538
4769,0,0.19543699558418948
4772,1,0.6238862297458238
4773,1,0.7560517009190257
4774,0,0.3774827886529579
4780,0,0.348430774905576
4782,1,0.5627773131111826
4787,1,0.686557147632544
4790,1,0.6691794262878954
4791,1,0.856602639813853
4804,1,0.7766577421328688
4805,1,0.6721377520896976
4807,0,0.30591091183751196
4809,1,0.5053245439035663
4811,1,0.5965175599808282
4818,1,0.5315052798439847
4828,1,0.7174303372565427
4829,1,0.5145687371971328
4830,1,0.5766304337921994
4833,0,0.17911995611438725
4834,1,0.547798764271844
4835,0,0.4803570072946938
4838,1,0.7516090285675844
4848,1,0.8764132948073574
4849,1,0.5179259202716445
4852,0,0.14931448413771847
4858,0,0.4887055884682143
4859,1,0.7426175459042637
4861,1,0.7431923503364252
4862,0,0.3454775886844096
4874,0,0.4839890041938215
4883,1,0.5415160854070717
4885,1,0.7095537373310382
4890,1,0.9259380024126661
4891,0,0.4257519611546276
4893,1,0.7188870062775629
4898,1,0.8176602574072233
4900,1,0.6813927745005346
4904,1,0.9264546975831417
4909,1,0.8451547883875813
4910,0,0.479782920363774
4922,1,0.6113829179260866
4924,1,0.732114493188096
4932,1,0.6945145167763843
4936,1,0.5867646483665553
4937,1,0.6365612569215416
4939,1,0.6226663390710995
4948,1,0.6364945046278748
4949,1,0.5784922773635824
4950,1,0.6009200192458815
4954,0,0.27347435382882357
4961,0,0.12933551276208535
4962,1,0.7360307543157533
4963,1,0.7058156738785457
4972,0,0.26259539436532264
4975,1,0.8752102020588481
4980,1,0.7143681565427676
4984,1,0.7672559812521752
4987,1,0.9232453791660878
4992,0,0.2601534336904537
4999,0,0.06939682398322794
5002,1,0.7451313203122316
5003,1,0.7318143984424125
5004,1,0.5782819637996087
5014,1,0.694792467535333
5015,0,0.48131207356050704
5016,1,0.5723521779697176
5020,1,0.7056156980034554
5023,1,0.7764667204159393
5029,0,0.4247690293289528
5030,1,0.6437348739991147
5032,1,0.8429734538038792
5039,0,0.168435304717871
5047,0,0.30904680907848353
5049,1,0.841748038649392
5052,1,0.5273418252762785
5059,0,0.4414807961750051
5064,1,0.9295212761031466
5071,1,0.5372418687122128
5075,1,0.6875445028834368
5085,1,0.7680504965271341
5094,1,0.7459656274113836
5095,1,0.6839281171291988
